sku,description,chosen,MAE,RMSE,MAPE%,MASE,WAPE%,MPE%,MASE_WF,alpha,bias,plot
4807788561688,BIOGESIC 500MG TAB,Blend,207.10262152589362,264.6397021856108,51.93375273621751,0.6490973446453081,35.41314035564767,16.377833180959808,1.0112183692759296,0.6,1.3,et_4807788561688.png
4806533602379,RETASAR (LOSARTAN) 50MG TAB,SN,460.0,481.08488509478934,270.4123513571385,1.8499561275226677,78.32009080590238,212.55061160582449,,0.0,1.0,et_4806533602379.png
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,ExtraTrees,84.96212397150529,121.60889206889908,18.943870150088475,0.8528193121355613,23.721834926151804,-16.16789637058868,1.9688887554164134,0.09999999999999999,1.2656307217829694,et_4806504260614.png
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,SN,281.5,287.31254758537784,167.9318783068783,0.8067718888820653,71.53748411689962,134.74669312169314,,0.0,1.0,et_8904179014702.png
0725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,SN,179.47,208.3193788393197,49.32847970859723,1.8502061855670102,51.058321479374115,49.32847970859723,,0.0,1.0,et_0725765883117.png
4807788562593,IMMUNPRO 500MG TAB,Blend,45.36293787517253,58.287081561457626,91.17448206479544,0.4195974065932237,48.77735255394896,69.24239767427753,0.6173970904822004,0.0,0.7,et_4807788562593.png
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,SN,213.75,249.158082349339,66.4244896991376,0.5226161369193154,64.38253012048193,-10.212368487016372,,0.0,1.0,et_4806524781854.png
4800369000545,TERRAFERON CAP,Blend,28.77585023115373,37.29946136876869,43.535905371503766,0.18966887351324418,37.86296083046544,23.82205299118175,0.4179487383640905,0.09999999999999999,1.0230052373089018,et_4800369000545.png
4807788526762,BIOFLU TAB,Blend,28.36821292922431,30.67091459463104,33.760112577036836,0.4110441632865944,29.996599774104254,12.796714120268799,0.6721686955465138,0.0,0.98361870370513,et_4807788526762.png
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,Blend,31.426784438069603,37.38496488600366,18.44732275335341,0.33865069437575007,17.596183895895635,4.163939379752665,0.6049321862795035,0.49999999999999994,0.9994542023049693,et_8904186000521.png
