sku,description,mode,chosen,MAE,RMSE,MAPE%,MASE,WAPE%,MPE%,MASE_WF,plot
4807788561688,BIOGESIC 500MG TAB,auto,Blend,218.28036955050058,279.421640753473,61.18088003798984,0.6841304432532829,37.32445927927597,35.5517312888065,0.9119162197155976,lstm_4807788561688.png
4806533602379,RETASAR (LOSARTAN) 50MG TAB,auto,LSTM,265.5950644810994,451.31589035871554,290.0986035595048,1.0681287325577997,45.2204990603461,290.00869834976,,lstm_4806533602379.png
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,auto,LSTM,105.00232168197631,138.98895236728075,24.85603829134522,1.0539756254150696,29.317154814042972,-16.287788262743252,1.5963749232467945,lstm_4806504260614.png
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,auto,Seasonal-Naive,281.5,287.31254758537784,167.9318783068783,0.8067718888820653,71.53748411689962,134.74669312169314,,lstm_8904179014702.png
0725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,auto,Blend,59.31064994383645,60.311882754397864,18.114689457451014,0.6114499994209943,16.8735846212906,4.730118894736715,,lstm_0725765883117.png
4807788562593,IMMUNPRO 500MG TAB,auto,Blend,69.49007452023876,77.28604394145842,157.41238083456673,0.6427682248644735,74.72051023681587,149.07696453082838,0.6726117750441818,lstm_4807788562593.png
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,auto,LSTM,102.73107780456542,161.00216930566143,24.394910409313578,0.2511762293510157,30.94309572426669,-14.551573950754182,,lstm_4806524781854.png
4800369000545,TERRAFERON CAP,auto,Blend,40.31186548931256,46.75211537788854,63.7900514157343,0.265705654399661,53.041928275411266,39.316240342876355,0.5038838962880673,lstm_4800369000545.png
4807788526762,BIOFLU TAB,auto,Blend,33.58797931685565,36.5626340914655,39.74067781623436,0.48667650969869813,35.51599021419782,14.868743768408207,0.7107859408445312,lstm_4807788526762.png
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,auto,Blend,35.22354934464304,42.02299054458536,20.880241503927074,0.37956410931727413,19.722032107862844,4.458184225765938,0.433949301454365,lstm_8904186000521.png
