sku,description,mode,chosen,MAE,RMSE,MAPE%,MASE,WAPE%,MPE%,MASE_WF,plot,model,alpha,bias,MASE_holdout
4807788561688,BIOGESIC 500MG TAB,auto,Blend,218.28036955050055,279.421640753473,61.18088003798984,0.6841304432532829,37.32445927927597,35.5517312888065,0.9119162197155976,lstm_4807788561688.png,LSTM,,,
4806533602379,RETASAR (LOSARTAN) 50MG TAB,auto,LSTM,265.5950644810994,451.31589035871554,290.0986035595048,1.0681287325577995,45.2204990603461,290.00869834976,,lstm_4806533602379.png,LSTM,,,
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,auto,LSTM,105.00232168197633,138.98895236728077,24.85603829134522,1.0539756254150696,29.31715481404297,-16.287788262743252,1.5963749232467943,lstm_4806504260614.png,LSTM,,,
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,auto,Seasonal-Naive,281.5,287.31254758537784,167.9318783068783,0.8067718888820653,71.53748411689962,134.74669312169314,,lstm_8904179014702.png,LSTM,,,
725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,auto,Blend,59.31064994383645,60.31188275439786,18.11468945745101,0.6114499994209943,16.8735846212906,4.730118894736715,,lstm_0725765883117.png,LSTM,,,
4807788562593,IMMUNPRO 500MG TAB,auto,Blend,69.49007452023876,77.28604394145842,157.41238083456673,0.6427682248644735,74.72051023681587,149.07696453082838,0.6726117750441818,lstm_4807788562593.png,LSTM,,,
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,auto,LSTM,102.73107780456542,161.00216930566145,24.394910409313574,0.2511762293510157,30.94309572426669,-14.551573950754182,,lstm_4806524781854.png,LSTM,,,
4800369000545,TERRAFERON CAP,auto,Blend,40.31186548931256,46.75211537788854,63.7900514157343,0.265705654399661,53.04192827541127,39.31624034287636,0.5038838962880673,lstm_4800369000545.png,LSTM,,,
4807788526762,BIOFLU TAB,auto,Blend,33.58797931685565,36.5626340914655,39.74067781623436,0.4866765096986981,35.51599021419782,14.868743768408208,0.7107859408445312,lstm_4807788526762.png,LSTM,,,
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,auto,Blend,35.22354934464304,42.02299054458536,20.880241503927078,0.3795641093172741,19.722032107862844,4.458184225765938,0.433949301454365,lstm_8904186000521.png,LSTM,,,
4807788561688,BIOGESIC 500MG TAB,,Blend,207.1026215258936,264.6397021856108,51.93375273621751,0.649097344645308,35.41314035564766,16.377833180959815,1.0112183692759302,et_4807788561688.png,ExtraTrees,0.6,1.3,
4806533602379,RETASAR (LOSARTAN) 50MG TAB,,SN,460.0,481.0848850947893,270.4123513571385,1.849956127522668,78.32009080590238,212.55061160582449,,et_4806533602379.png,ExtraTrees,0.0,1.0,
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,,ExtraTrees,84.96212397150512,121.60889206889888,18.943870150088426,0.8528193121355596,23.721834926151757,-16.167896370588743,1.9688887554164132,et_4806504260614.png,ExtraTrees,0.0999999999999999,1.2656307217829696,
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,,SN,281.5,287.31254758537784,167.9318783068783,0.8067718888820653,71.53748411689962,134.74669312169314,,et_8904179014702.png,ExtraTrees,0.0,1.0,
725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,,SN,179.47,208.3193788393197,49.32847970859723,1.8502061855670104,51.05832147937412,49.32847970859723,,et_0725765883117.png,ExtraTrees,0.0,1.0,
4807788562593,IMMUNPRO 500MG TAB,,Blend,45.362937875172506,58.287081561457605,91.17448206479536,0.4195974065932235,48.77735255394893,69.24239767427746,0.617397090482202,et_4807788562593.png,ExtraTrees,0.0,0.7,
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,,SN,213.75,249.158082349339,66.4244896991376,0.5226161369193154,64.38253012048193,-10.212368487016372,,et_4806524781854.png,ExtraTrees,0.0,1.0,
4800369000545,TERRAFERON CAP,,Blend,28.77585023115372,37.29946136876868,43.535905371503766,0.1896688735132441,37.86296083046542,23.82205299118178,0.4179487383640903,et_4800369000545.png,ExtraTrees,0.0999999999999999,1.023005237308902,
4807788526762,BIOFLU TAB,,Blend,28.36821292922433,30.670914594631043,33.76011257703685,0.4110441632865946,29.99659977410428,12.796714120268774,0.6721686955465128,et_4807788526762.png,ExtraTrees,0.0,0.9836187037051304,
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,,Blend,31.426784438069507,37.38496488600354,18.44732275335335,0.338650694375749,17.59618389589558,4.163939379752633,0.6049321862795056,et_8904186000521.png,ExtraTrees,0.4999999999999999,0.9994542023049694,
4807788561688,BIOGESIC 500MG TAB,,Blend,230.63311821990607,287.5036756857998,58.05086506308213,0.7228462079370219,39.43669532527409,9.359974604347691,1.1614165343481475,gb_4807788561688.png,GradientBoosting,0.6,1.3,
4806533602379,RETASAR (LOSARTAN) 50MG TAB,,SN,,,,,,,,gb_4806533602379.png,GradientBoosting,,,1.849956127522668
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,,Blend,76.45836453580478,83.94190049331317,21.826803821768408,0.7674616264572625,21.347544263961577,6.134519918170277,2.501242471993783,gb_4806504260614.png,GradientBoosting,0.0,1.2629730458231512,
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,,SN,,,,,,,,gb_8904179014702.png,GradientBoosting,,,0.8067718888820653
725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,,SN,,,,,,,,gb_0725765883117.png,GradientBoosting,,,1.8502061855670104
4807788562593,IMMUNPRO 500MG TAB,,Blend,43.18451124367388,54.611322912940686,69.31220774070549,0.3994474293685184,46.43495832653105,44.36425886118925,0.5831945734874421,gb_4807788562593.png,GradientBoosting,0.0,0.7558941219444743,
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,,SN,,,,,,,,gb_4806524781854.png,GradientBoosting,,,0.5226161369193154
4800369000545,TERRAFERON CAP,,Blend,38.01102536932261,44.06895276383676,69.69971701374223,0.2505402379067675,50.014507064898176,51.99975563941924,0.5140127381502468,gb_4800369000545.png,GradientBoosting,0.3,0.7,
4807788526762,BIOFLU TAB,,Blend,40.4271529669115,45.41620579678459,48.0380836759944,0.5857734255873578,42.7477448290605,18.275415168491,0.7090610523906938,gb_4807788526762.png,GradientBoosting,0.0,0.776570280892564,
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,,Blend,28.810584146972968,34.4330198543254,16.948298973520824,0.3104588808941053,16.131346106927754,3.765838478834118,1.101885018954207,gb_8904186000521.png,GradientBoosting,0.4999999999999999,0.9833375524465904,
4807788561688,BIOGESIC 500MG TAB,auto,Blend,210.9345385870495,275.21964737797225,53.14439820585345,0.6611072707919279,36.06837212296235,20.590660064354346,1.0233160535370007,rf_4807788561688.png,RandomForest,,,
4806533602379,RETASAR (LOSARTAN) 50MG TAB,auto,Seasonal-Naive,460.0,481.0848850947893,270.4123513571385,1.849956127522668,78.32009080590238,212.55061160582449,,rf_4806533602379.png,RandomForest,,,
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,auto,RandomForest,93.31780095354148,129.9538194793447,21.160308558065903,0.936690599282725,26.05478025283155,-16.967444450865564,1.9375562765870828,rf_4806504260614.png,RandomForest,,,
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,auto,Seasonal-Naive,281.5,287.31254758537784,167.9318783068783,0.8067718888820653,71.53748411689962,134.74669312169314,,rf_8904179014702.png,RandomForest,,,
725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,auto,Blend,51.10281879816628,54.86801799893193,15.587109331634228,0.5268331834862503,14.53849752437163,4.052956969620657,,rf_0725765883117.png,RandomForest,,,
4807788562593,IMMUNPRO 500MG TAB,auto,Blend,47.10208122693393,59.50171837479759,97.10215152090063,0.4356841080784977,50.64739916874616,77.02805513088818,0.6131206936719757,rf_4807788562593.png,RandomForest,,,
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,auto,Blend,104.908576814329,126.94218626798026,28.64814158526896,0.2565001878100953,31.598968919978613,4.559101015628281,,rf_4806524781854.png,RandomForest,,,
4800369000545,TERRAFERON CAP,auto,RandomForest,34.44609303765746,42.55181676732149,50.43539854160052,0.227042871397477,45.32380662849666,25.04981515929536,0.4090713962136635,rf_4800369000545.png,RandomForest,,,
4807788526762,BIOFLU TAB,auto,Blend,30.65483789454773,33.011669923022914,36.533891135695455,0.4441764528660107,32.41448115737675,13.765751047052182,0.6427739862870389,rf_4807788526762.png,RandomForest,,,
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,auto,Blend,32.073576790061374,37.37034811354505,18.7565671064013,0.3456204395480751,17.958329669687217,4.381647357913373,0.7190399949942595,rf_8904186000521.png,RandomForest,,,
