sku,description,mode,chosen,MAE,RMSE,MAPE%,MASE,WAPE%,MPE%,MASE_WF,plot,model,alpha,bias,MASE_holdout
4807788561688,BIOGESIC 500MG TAB,auto,Blend,217.6372024132524,279.1512589151654,61.17908889365123,0.6821146402765991,37.2144820711861,35.88229879773886,0.8949850262761319,lstm_4807788561688.png,LSTM,,,
4806533602379,RETASAR (LOSARTAN) 50MG TAB,auto,LSTM,262.2019617875417,444.3583710862579,285.6473206495414,1.054482882298537,44.64278577540437,284.35040386423344,,lstm_4806533602379.png,LSTM,,,
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,auto,LSTM,102.8928776359558,135.27863314248532,24.619758812555837,1.0328017830459804,28.72818785904506,-14.62747234900596,1.729368198228358,lstm_4806504260614.png,LSTM,,,
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,auto,Seasonal-Naive,281.5,287.31254758537784,167.9318783068783,0.8067718888820653,71.53748411689962,134.74669312169314,,lstm_8904179014702.png,LSTM,,,
725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,auto,Blend,60.906100711418645,61.795073727073486,18.601175318293745,0.6278979454785427,17.327482421456228,4.85755883603235,,lstm_0725765883117.png,LSTM,,,
4807788562593,IMMUNPRO 500MG TAB,auto,Blend,67.94336921618238,76.17810474249163,154.88808981518414,0.6284615338796015,73.05738625395954,146.46750590950973,0.6574991887409536,lstm_4807788562593.png,LSTM,,,
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,auto,LSTM,112.44015048980712,163.70607929071102,27.86772556821797,0.2749147933736116,33.86751520777323,-13.448489307344666,,lstm_4806524781854.png,LSTM,,,
4800369000545,TERRAFERON CAP,auto,Blend,39.67380041980103,45.98640704324387,63.74491419488953,0.2615000068865467,52.202368973422416,40.79244927107087,0.513932189972318,lstm_4800369000545.png,LSTM,,,
4807788526762,BIOFLU TAB,auto,Blend,33.82962246775849,36.85842327275985,40.00279369501384,0.4901778231943561,35.771504119986325,14.938973650921977,0.7113412435674988,lstm_4807788526762.png,LSTM,,,
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,auto,Blend,34.576444620999084,40.12761589110581,20.57055758448042,0.3725909980711108,19.35971143393006,4.3281011030496765,0.4324840226835424,lstm_8904186000521.png,LSTM,,,
4807788561688,BIOGESIC 500MG TAB,,Blend,207.1026215258936,264.6397021856108,51.93375273621751,0.6490973446453081,35.41314035564767,16.377833180959808,1.0112183692759296,et_4807788561688.png,ExtraTrees,0.6,1.3,
4806533602379,RETASAR (LOSARTAN) 50MG TAB,,SN,460.0,481.0848850947893,270.4123513571385,1.849956127522668,78.32009080590238,212.55061160582449,,et_4806533602379.png,ExtraTrees,0.0,1.0,
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,,ExtraTrees,84.96212397150529,121.60889206889908,18.943870150088475,0.8528193121355613,23.721834926151804,-16.16789637058868,1.9688887554164132,et_4806504260614.png,ExtraTrees,0.0999999999999999,1.2656307217829694,
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,,SN,281.5,287.31254758537784,167.9318783068783,0.8067718888820653,71.53748411689962,134.74669312169314,,et_8904179014702.png,ExtraTrees,0.0,1.0,
725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,,SN,179.47,208.3193788393197,49.32847970859723,1.8502061855670104,51.05832147937412,49.32847970859723,,et_0725765883117.png,ExtraTrees,0.0,1.0,
4807788562593,IMMUNPRO 500MG TAB,,Blend,45.36293787517253,58.287081561457626,91.17448206479544,0.4195974065932237,48.77735255394896,69.24239767427753,0.6173970904822004,et_4807788562593.png,ExtraTrees,0.0,0.7,
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,,SN,213.75,249.158082349339,66.4244896991376,0.5226161369193154,64.38253012048193,-10.212368487016372,,et_4806524781854.png,ExtraTrees,0.0,1.0,
4800369000545,TERRAFERON CAP,,Blend,28.77585023115373,37.29946136876869,43.535905371503766,0.1896688735132441,37.86296083046544,23.82205299118175,0.4179487383640905,et_4800369000545.png,ExtraTrees,0.0999999999999999,1.0230052373089018,
4807788526762,BIOFLU TAB,,Blend,28.36821292922431,30.67091459463104,33.76011257703684,0.4110441632865944,29.99659977410425,12.7967141202688,0.6721686955465138,et_4807788526762.png,ExtraTrees,0.0,0.98361870370513,
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,,Blend,31.426784438069603,37.38496488600366,18.44732275335341,0.33865069437575,17.596183895895635,4.163939379752665,0.6049321862795035,et_8904186000521.png,ExtraTrees,0.4999999999999999,0.9994542023049692,
4807788561688,BIOGESIC 500MG TAB,,Blend,230.63311821990607,287.5036756857998,58.05086506308213,0.7228462079370219,39.43669532527409,9.359974604347691,1.1614165343481475,gb_4807788561688.png,GradientBoosting,0.6,1.3,
4806533602379,RETASAR (LOSARTAN) 50MG TAB,,SN,,,,,,,,gb_4806533602379.png,GradientBoosting,,,1.849956127522668
