sku,description,chosen,MAE,RMSE,MAPE%,MASE,WAPE%,MPE%,MASE_WF,alpha,bias,plot
4807788561688,BIOGESIC 500MG TAB,Blend,207.10262152589357,264.63970218561076,51.93375273621751,0.649097344645308,35.41314035564766,16.377833180959815,1.0112183692759302,0.6,1.3,et_4807788561688.png
4806533602379,RETASAR (LOSARTAN) 50MG TAB,SN,460.0,481.08488509478934,270.4123513571385,1.8499561275226677,78.32009080590238,212.55061160582449,,0.0,1.0,et_4806533602379.png
4806504260614,APPEVIT (BUCLIZINE HCL+B-COMPLEX+IRON) CAP,ExtraTrees,84.96212397150512,121.60889206889888,18.943870150088422,0.8528193121355596,23.721834926151754,-16.167896370588743,1.9688887554164134,0.09999999999999999,1.2656307217829696,et_4806504260614.png
8904179014702,NOVASARTAN (LOSARTAN K) 50MG FC TAB,SN,281.5,287.31254758537784,167.9318783068783,0.8067718888820653,71.53748411689962,134.74669312169314,,0.0,1.0,et_8904179014702.png
0725765883117,OHHIRA&#039;S RED OMX PROBIOTICS CAP,SN,179.47,208.3193788393197,49.32847970859723,1.8502061855670102,51.058321479374115,49.32847970859723,,0.0,1.0,et_0725765883117.png
4807788562593,IMMUNPRO 500MG TAB,Blend,45.362937875172506,58.287081561457605,91.17448206479537,0.4195974065932235,48.77735255394893,69.24239767427746,0.617397090482202,0.0,0.7,et_4807788562593.png
4806524781854,NEPHORMIN (KETOANALOGUES+ESSENTIAL AMINO ACIDS) TAB,SN,213.75,249.158082349339,66.4244896991376,0.5226161369193154,64.38253012048193,-10.212368487016372,,0.0,1.0,et_4806524781854.png
4800369000545,TERRAFERON CAP,Blend,28.77585023115372,37.299461368768675,43.535905371503766,0.18966887351324413,37.86296083046542,23.82205299118178,0.41794873836409036,0.09999999999999999,1.023005237308902,et_4800369000545.png
4807788526762,BIOFLU TAB,Blend,28.36821292922433,30.670914594631043,33.76011257703685,0.41104416328659465,29.996599774104276,12.796714120268774,0.6721686955465128,0.0,0.9836187037051305,et_4807788526762.png
8904186000521,TRIMEBET (TRIMETAZIDINE) 35G TAB,Blend,31.426784438069507,37.384964886003544,18.44732275335335,0.338650694375749,17.59618389589558,4.163939379752633,0.6049321862795056,0.49999999999999994,0.9994542023049694,et_8904186000521.png
