cluster,n,total_sales,total_qty,avg_price_med,months_active_med,mean_monthly_qty_med,cv_monthly_qty_med,trend_qty_slope_med,persona
-1,330,3607061.93,93437.0,36.99759162303665,7.0,24.75,0.6316696142530557,0.2178571428571447,"High-Sales, High-Volume, Rising"
0,13,11064.32,505.0,39.14636363636364,4.0,5.5,0.5,0.0,Premium
1,183,50131.18,3589.0,21.514,1.0,7.0,0.0,0.0,"High-Sales, High-Volume"
2,11,17390.8,1612.0,23.203731343283582,4.0,12.0,0.6,-8.214889951798643e-17,"High-Volume, Declining"
3,50,34801.22,1048.0,43.425,2.0,7.75,0.0,0.0,"High-Sales, High-Volume, Premium"
4,6,25317.46,891.0,53.62717900656045,3.5,30.607142857142858,0.4966906406399958,1.3999999999999992,"High-Sales, High-Volume, Premium, Rising"
5,27,35053.49,1501.0,39.50181818181818,3.0,10.0,0.34641016151377546,0.0,"High-Sales, High-Volume, Premium"
6,14,13829.86,1088.0,28.271176470588237,3.5,14.416666666666668,0.5316904141139762,-0.1545454545454543,"High-Volume, Declining"
7,10,21609.48,732.0,40.859375,5.0,8.321428571428571,0.6280624541495818,0.5000000000000001,"High-Sales, Premium, Rising"
8,7,40670.66,1027.0,33.83970930232558,7.0,22.5,0.6348902251039095,1.5000000000000024,"High-Sales, High-Volume, Rising"
9,8,16692.38,1050.0,33.652482269503544,3.0,22.833333333333332,0.7018275618159462,0.5786713286713292,"High-Volume, Rising"
10,6,29406.85,595.0,43.29813725490196,7.0,11.375,0.5892337907463377,0.45000000000000095,"High-Sales, Premium, Rising"
11,7,12010.67,566.0,142.5,3.0,7.6,0.44536177141512323,0.0,Premium
12,16,17835.95,590.0,41.125,3.0,10.0,0.21105268115235415,-1.570092458683775e-16,"High-Sales, Premium, Declining"
13,5,18257.72,1356.0,27.25,6.0,37.25,0.5581570731735868,0.8571428571428568,"High-Sales, High-Volume, Rising"
14,5,4575.08,182.0,32.5,2.0,14.0,0.16317848796612633,-0.3999999999999999,Declining
15,5,8263.91,440.0,30.162000000000003,6.0,5.5,0.5,0.20000000000000015,Rising
16,6,8935.82,476.0,20.28538961038961,5.0,17.958333333333332,0.6627015719072754,-0.7259740259740257,Declining
17,8,19943.24,1120.0,62.380526315789474,4.0,12.541666666666666,0.3621955867000109,0.04999999999999983,"High-Sales, High-Volume, Premium, Rising"
18,6,30691.42,2175.0,13.481211002323265,8.5,38.44444444444444,0.59549590017833,-0.3918498168498174,"High-Sales, High-Volume, Declining"
19,5,9911.78,1167.0,9.742857142857142,6.0,33.833333333333336,0.6193002236924625,0.5999999999999999,"High-Volume, Rising"
20,9,12873.84,386.0,38.0,2.0,21.0,0.3333333333333333,0.0,Premium
21,5,5968.4,388.0,41.275862068965516,2.0,9.666666666666666,0.516090674037785,0.10909090909091058,"Premium, Rising"
22,5,12092.91,50.0,302.40250000000003,3.0,2.0,0.282842712474619,-0.4999999999999999,"Premium, Declining"
23,5,15907.19,472.0,36.37022988505747,3.0,21.333333333333332,0.5743410788531698,0.9142857142857147,Rising
24,6,23545.45,891.0,40.349127659574464,4.5,23.28888888888889,0.42416025233979815,2.4499999999999993,"High-Sales, High-Volume, Premium, Rising"
